시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경상남도 창원마산합포구 신포동1가,76,76,0,마산만I'PARK,84.9607,202110,14,"44,500",32,2010,제2부두로 17,,-,-
경상남도 창원마산합포구 신포동1가,76,76,0,마산만I'PARK,84.9607,202110,14,"39,800",12,2010,제2부두로 17,,-,-
경상남도 창원마산합포구 신포동1가,76,76,0,마산만I'PARK,124.7331,202110,14,"62,500",20,2010,제2부두로 17,,-,-
경상남도 창원마산합포구 신포동1가,76,76,0,마산만I'PARK,84.9075,202110,15,"45,000",29,2010,제2부두로 17,,-,-
경상남도 창원마산합포구 신포동1가,76,76,0,마산만I'PARK,84.9607,202110,16,"49,000",9,2010,제2부두로 17,,-,-
경상남도 창원마산합포구 신포동1가,76,76,0,마산만I'PARK,124.7331,202110,22,"49,000",2,2010,제2부두로 17,,-,-
경상남도 창원마산합포구 신포동1가,76,76,0,마산만I'PARK,124.7331,202110,27,"52,800",5,2010,제2부두로 17,,-,-
경상남도 창원마산합포구 신포동1가,76,76,0,마산만I'PARK,124.7331,202110,30,"59,000",10,2010,제2부두로 17,,-,-
경상남도 창원마산합포구 신포동1가,1,1,0,새롬,84.9548,202110,14,"17,500",2,2003,동서동3길 39,,-,-
경상남도 창원마산합포구 신포동1가,1,1,0,새롬,84.9548,202110,17,"21,000",15,2003,동서동3길 39,,-,-
경상남도 창원마산합포구 신포동1가,1,1,0,새롬,119.2142,202110,27,"23,000",18,2003,동서동3길 39,,-,-
경상남도 창원마산합포구 신포동1가,01월 13일,13,1,센트럴,49.85,202110,7,"14,800",3,2001,서성로 23,,-,-
경상남도 창원마산합포구 신포동1가,01월 13일,13,1,센트럴,59.89,202110,9,"17,800",12,2001,서성로 23,,-,-
경상남도 창원마산합포구 신포동1가,01월 13일,13,1,센트럴,84.84,202110,11,"23,900",4,2001,서성로 23,,-,-
경상남도 창원마산합포구 신포동1가,01월 13일,13,1,센트럴,59.89,202110,13,"18,700",12,2001,서성로 23,,-,-
경상남도 창원마산합포구 신포동1가,01월 13일,13,1,센트럴,49.85,202110,25,"14,500",15,2001,서성로 23,,-,-
경상남도 창원마산합포구 신포동1가,02월 10일,2,10,신우희가로밀리온,84.9075,202110,22,"21,850",15,2004,동서동3길 16,,-,-
경상남도 창원마산합포구 신포동2가,54,54,0,삼익,84.26,202110,9,"16,000",4,1979,서성로 43,,-,-
경상남도 창원마산합포구 신포동2가,54,54,0,삼익,62.64,202110,30,"15,000",11,1979,서성로 43,,-,-
경상남도 창원마산합포구 오동동,18-61,18,61,기산상가,59.92,202110,13,"11,800",5,1997,오동동14길 29,,-,-
경상남도 창원마산합포구 오동동,18-61,18,61,기산상가,59.92,202110,29,"12,800",7,1997,오동동14길 29,,-,-
경상남도 창원마산합포구 오동동,01월 28일,28,1,오동동다:숲,44.8718,202110,13,"14,250",11,2017,오동북3길 5,,-,-
경상남도 창원마산합포구 오동동,01월 28일,28,1,오동동다:숲,44.8718,202110,18,"14,300",7,2017,오동북3길 5,,-,-
경상남도 창원마산합포구 오동동,322,322,0,중앙마린파이브,70.1442,202110,8,"28,700",21,2014,오동동14길 67,,-,-
경상남도 창원마산합포구 오동동,322,322,0,중앙마린파이브,70.1442,202110,9,"29,000",24,2014,오동동14길 67,,-,-
경상남도 창원마산합포구 오동동,322,322,0,중앙마린파이브,84.6822,202110,15,"35,000",26,2014,오동동14길 67,,-,-
경상남도 창원마산합포구 오동동,322,322,0,중앙마린파이브,70.1442,202110,19,"28,500",18,2014,오동동14길 67,,-,-
경상남도 창원마산합포구 완월동,116-12,116,12,기공,58.98,202110,6,"8,300",8,1995,완월북5길 74,,-,-
경상남도 창원마산합포구 완월동,116-12,116,12,기공,59.86,202110,12,"7,150",3,1995,완월북5길 74,,-,-
경상남도 창원마산합포구 완월동,330,330,0,대광품안애,84.5,202110,12,"13,500",6,2016,완월남14길 26,,-,-
경상남도 창원마산합포구 완월동,330,330,0,대광품안애,84.76,202110,13,"11,944",2,2016,완월남14길 26,,-,-
경상남도 창원마산합포구 완월동,330,330,0,대광품안애,84.5,202110,18,"11,944",2,2016,완월남14길 26,,-,-
경상남도 창원마산합포구 완월동,330,330,0,대광품안애,84.5,202110,19,"13,500",3,2016,완월남14길 26,,-,-
경상남도 창원마산합포구 완월동,306-9,306,9,대동한마음,84.98,202110,9,"12,500",9,1992,중앙서1길 55,,-,-
경상남도 창원마산합포구 완월동,146-3,146,3,서광2,59.84,202110,21,"10,500",21,1997,완월남로 54,,-,-
경상남도 창원마산합포구 완월동,320,320,0,신월경남,197.66,202110,5,"24,000",16,1992,완월남14길 12,,-,-
경상남도 창원마산합포구 완월동,218-1,218,1,완월경남,55.02,202110,13,"7,500",10,1984,장장군로 3,,-,-
경상남도 창원마산합포구 완월동,150,150,0,전원파크,83.39,202110,20,"8,350",3,1992,무학로 326,,-,-
경상남도 창원마산합포구 완월동,478,478,0,화인,59.93,202110,6,"8,400",11,1994,완월남8길 16,,-,-
경상남도 창원마산합포구 완월동,478,478,0,화인,84.22,202110,12,"9,000",3,1994,완월남8길 16,,-,-
경상남도 창원마산합포구 완월동,478,478,0,화인,59.93,202110,23,"7,800",15,1994,완월남8길 16,,-,-
경상남도 창원마산합포구 완월동,478,478,0,화인,84.22,202110,29,"10,500",9,1994,완월남8길 16,,-,-
경상남도 창원마산합포구 월남동1가,7,7,0,해바라기,59.34,202110,4,"8,300",4,1983,문화동3길 17,,-,-
경상남도 창원마산합포구 월남동1가,7,7,0,해바라기,59.34,202110,20,"9,000",3,1983,문화동3길 17,,-,-
경상남도 창원마산합포구 월남동1가,7,7,0,해바라기,67.62,202110,28,"11,000",3,1983,문화동3길 17,,-,-
경상남도 창원마산합포구 월남동1가,7,7,0,해바라기,59.34,202110,30,"11,000",1,1983,문화동3길 17,,-,-
경상남도 창원마산합포구 월남동3가,01월 01일,1,1,엘렌시아주상복합,59.8649,202110,14,"17,700",5,2016,문화동5길 6,,-,-
경상남도 창원마산합포구 월남동3가,01월 01일,1,1,엘렌시아주상복합,59.9525,202110,16,"19,500",4,2016,문화동5길 6,,-,-
경상남도 창원마산합포구 월남동5가,8,8,0,월영마크리움주상복합,63.5752,202110,2,"22,300",10,2017,3·15대로 9,,-,-
경상남도 창원마산합포구 월남동5가,8,8,0,월영마크리움주상복합,63.5752,202110,15,"23,500",13,2017,3·15대로 9,,-,-
경상남도 창원마산합포구 월영동,703-2,703,2,월영대동타운,59.175,202110,23,"16,000",8,1998,월영마을로 10,20211103,-,-
경상남도 창원마산합포구 월영동,703-2,703,2,월영대동타운,59.175,202110,23,"16,000",8,1998,월영마을로 10,,-,-
경상남도 창원마산합포구 월영동,736,736,0,월영동SK오션뷰,73.922,202110,4,"39,500",23,2017,월영남12길 12,,-,-
경상남도 창원마산합포구 월영동,736,736,0,월영동SK오션뷰,84.9988,202110,8,"50,000",31,2017,월영남12길 12,,-,-
경상남도 창원마산합포구 월영동,736,736,0,월영동SK오션뷰,100.7689,202110,9,"56,000",16,2017,월영남12길 12,,-,-
경상남도 창원마산합포구 월영동,736,736,0,월영동SK오션뷰,84.9988,202110,12,"45,800",2,2017,월영남12길 12,,-,-
경상남도 창원마산합포구 월영동,736,736,0,월영동SK오션뷰,114.6582,202110,13,"66,000",7,2017,월영남12길 12,,-,-
경상남도 창원마산합포구 월영동,736,736,0,월영동SK오션뷰,84.9431,202110,14,"44,900",31,2017,월영남12길 12,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,59.526,202110,2,"17,000",17,1998,월영남로 59,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,84.64,202110,4,"20,500",12,1998,월영남로 43,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,84.64,202110,4,"24,500",18,1998,월영남로 43,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,84.64,202110,4,"19,500",3,1998,월영남로 59,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,59.526,202110,4,"16,500",15,1998,월영남로 43,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,84.84,202110,7,"19,900",9,1998,월영남로 59,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,59.526,202110,12,"16,450",17,1998,월영남로 59,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,84.64,202110,15,"19,900",4,1998,월영남로 59,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,84.84,202110,16,"21,000",9,1998,월영남로 59,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,59.526,202110,23,"17,000",16,1998,월영남로 59,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,84.84,202110,26,"20,000",13,1998,월영남로 59,,-,-
경상남도 창원마산합포구 월영동,614-7,614,7,월영동아,84.64,202110,28,"22,000",8,1998,월영남로 59,,-,-
경상남도 창원마산합포구 월영동,708-2,708,2,월영동아2,134.94,202110,4,"27,900",6,1998,월영마을로 29,,-,-
경상남도 창원마산합포구 월영동,708-2,708,2,월영동아2,146.31,202110,4,"25,000",18,1998,월영마을로 29,,-,-
경상남도 창원마산합포구 월영동,708-2,708,2,월영동아2,59.625,202110,9,"16,500",8,1998,월영마을로 29,,-,-
경상남도 창원마산합포구 월영동,708-2,708,2,월영동아2,59.625,202110,13,"16,650",15,1998,월영마을로 29,,-,-
경상남도 창원마산합포구 월영동,708-2,708,2,월영동아2,84.97,202110,20,"19,500",4,1998,월영마을로 29,,-,-
경상남도 창원마산합포구 월영동,708-2,708,2,월영동아2,84.97,202110,21,"21,800",17,1998,월영마을로 29,,-,-
경상남도 창원마산합포구 월영동,708-2,708,2,월영동아2,84.97,202110,23,"21,800",15,1998,월영마을로 29,,-,-
경상남도 창원마산합포구 월영동,708-2,708,2,월영동아2,84.97,202110,26,"23,200",11,1998,월영마을로 29,,-,-
경상남도 창원마산합포구 월영동,602-11,602,11,월영라이프,84.585,202110,16,"8,800",13,1998,월영서3길 95,20211026,-,-
경상남도 창원마산합포구 월영동,602-11,602,11,월영라이프,84.585,202110,16,"8,800",13,1998,월영서3길 95,,-,-
경상남도 창원마산합포구 월영동,709-1,709,1,월영현대3,84.978,202110,5,"20,500",2,2002,월영마을로 32,,-,-
경상남도 창원마산합포구 월영동,705-2,705,2,현대2,59.98,202110,8,"16,900",14,1998,월영마을로 7,,-,-
경상남도 창원마산합포구 월영동,705-2,705,2,현대2,134.15,202110,9,"24,900",10,1998,월영마을로 7,,-,-
경상남도 창원마산합포구 월영동,708-1,708,1,현대3,84.91,202110,2,"24,000",8,1998,월영마을로 27,,-,-
경상남도 창원마산합포구 월영동,708-1,708,1,현대3,59.98,202110,6,"15,200",16,1998,월영마을로 27,,-,-
경상남도 창원마산합포구 월영동,710-1,710,1,현대5,74.52,202110,2,"17,500",11,1998,월영마을로 52,,-,-
경상남도 창원마산합포구 월영동,710-1,710,1,현대5,84.94,202110,5,"26,000",14,1998,월영마을로 52,,-,-
경상남도 창원마산합포구 월영동,710-1,710,1,현대5,59.98,202110,9,"15,900",4,1998,월영마을로 52,,-,-
경상남도 창원마산합포구 월영동,710-1,710,1,현대5,114.24,202110,9,"27,000",10,1998,월영마을로 52,,-,-
경상남도 창원마산합포구 월영동,710-1,710,1,현대5,84.94,202110,12,"23,000",18,1998,월영마을로 52,,-,-
경상남도 창원마산합포구 월영동,710-1,710,1,현대5,84.94,202110,13,"20,250",4,1998,월영마을로 52,,-,-
경상남도 창원마산합포구 월영동,710-1,710,1,현대5,74.52,202110,15,"17,000",23,1998,월영마을로 52,,-,-
경상남도 창원마산합포구 월영동,704-1,704,1,현대건설1차,59.7,202110,11,"16,000",12,1998,월영마을로 12,,-,-
경상남도 창원마산합포구 월영동,704-1,704,1,현대건설1차,84.97,202110,23,"19,300",2,1998,월영마을로 12,,-,-
경상남도 창원마산합포구 월영동,593,593,0,화인아트빌라1,122.52,202110,1,"14,500",6,1991,무학로 32,,-,-
경상남도 창원마산합포구 월영동,593,593,0,화인아트빌라1,79.23,202110,2,"10,900",8,1991,무학로 32,,-,-
경상남도 창원마산합포구 월영동,593-2,593,2,화인아트빌라2,60.37,202110,2,"8,200",8,1992,밤밭고개로 371,,-,-
경상남도 창원마산합포구 월영동,593-2,593,2,화인아트빌라2,84.99,202110,4,"10,500",2,1992,밤밭고개로 371,,-,-
경상남도 창원마산합포구 월영동,593-2,593,2,화인아트빌라2,60.37,202110,4,"9,000",8,1992,밤밭고개로 371,,-,-
경상남도 창원마산합포구 월영동,593-2,593,2,화인아트빌라2,68.33,202110,17,"9,800",12,1992,밤밭고개로 371,,-,-
경상남도 창원마산합포구 월영동,593-2,593,2,화인아트빌라2,68.33,202110,18,"9,850",14,1992,밤밭고개로 371,,-,-
경상남도 창원마산합포구 월영동,593-2,593,2,화인아트빌라2,84.97,202110,19,"11,800",10,1992,밤밭고개로 371,,-,-
경상남도 창원마산합포구 월영동,593-2,593,2,화인아트빌라2,84.99,202110,23,"10,700",11,1992,밤밭고개로 371,,-,-
경상남도 창원마산합포구 월포동,1,1,0,경동메르빌,84.6923,202110,6,"35,000",5,2005,중앙동3길 22,,-,-
경상남도 창원마산합포구 월포동,1,1,0,경동메르빌,84.6923,202110,11,"34,000",14,2005,중앙동3길 22,,-,-
경상남도 창원마산합포구 월포동,1,1,0,경동메르빌,84.6923,202110,12,"35,000",11,2005,중앙동3길 22,,-,-
경상남도 창원마산합포구 월포동,1,1,0,경동메르빌,84.6923,202110,16,"33,300",10,2005,중앙동3길 22,,-,-
경상남도 창원마산합포구 월포동,1,1,0,경동메르빌,71.295,202110,16,"30,300",17,2005,중앙동3길 22,,-,-
경상남도 창원마산합포구 월포동,01월 01일,1,1,벽산블루밍,84.998,202110,6,"40,000",21,2007,3·15대로 154,,-,-
경상남도 창원마산합포구 월포동,01월 01일,1,1,벽산블루밍,84.998,202110,8,"39,700",22,2007,3·15대로 154,,-,-
경상남도 창원마산합포구 월포동,01월 01일,1,1,벽산블루밍,132.556,202110,13,"45,000",4,2007,3·15대로 154,,-,-
경상남도 창원마산합포구 월포동,02월 11일,2,11,월영맨션,92.61,202110,16,"9,500",5,1983,반월동6길 32,,-,-
경상남도 창원마산합포구 월포동,2-115,2,115,일양맨션,59.04,202110,15,"15,300",5,1985,반월동1길 30,,-,-
경상남도 창원마산합포구 월포동,2-115,2,115,일양맨션,59.04,202110,22,"13,600",2,1985,반월동1길 30,,-,-
경상남도 창원마산합포구 월포동,2-102,2,102,하이파이빌라,84.95,202110,3,"9,500",7,1992,해안대로 137,,-,-
경상남도 창원마산합포구 월포동,2-102,2,102,하이파이빌라,84.95,202110,6,"12,500",7,1992,해안대로 137,,-,-
경상남도 창원마산합포구 월포동,2-147,2,147,한성가고파,84.82,202110,21,"24,000",10,1991,반월동5길 23,,-,-
경상남도 창원마산합포구 월포동,2-163,2,163,해창아트빌,73.43,202110,5,"13,000",4,2003,반월동5길 33,,-,-
경상남도 창원마산합포구 월포동,2-163,2,163,해창아트빌,67.07,202110,18,"14,600",4,2003,반월동5길 33,,-,-
경상남도 창원마산합포구 자산동,06월 14일,14,6,대림공작2,84.66,202110,7,"10,600",5,1992,자산북4길 8,,-,-
경상남도 창원마산합포구 자산동,12월 05일,12,5,안성조흔,84.93,202110,28,"13,300",10,1991,자산삼거리로 84,,-,-
경상남도 창원마산합포구 자산동,02월 22일,22,2,영승,84.57,202110,28,"8,250",9,1992,자산북3길 23,,-,-
경상남도 창원마산합포구 자산동,325-10,325,10,우성,51.765,202110,28,"7,700",4,1987,무학로 378,,-,-
경상남도 창원마산합포구 자산동,325-10,325,10,우성,51.765,202110,29,"8,800",2,1987,무학로 378,,-,-
경상남도 창원마산합포구 자산동,256-4,256,4,자산,48.22,202110,20,"5,200",2,1991,자산서14길 26,,-,-
경상남도 창원마산합포구 자산동,01월 15일,15,1,팔도맨션,71.01,202110,2,"12,000",20,1995,자산삼거리로 97,,-,-
경상남도 창원마산합포구 자산동,01월 15일,15,1,팔도맨션,71.01,202110,9,"10,000",18,1995,자산삼거리로 97,,-,-
경상남도 창원마산합포구 자산동,01월 13일,13,1,한백푸른,137.7,202110,17,"19,500",13,1997,문신길 66,,-,-
경상남도 창원마산합포구 자산동,326-2,326,2,한우아파트,56.58,202110,7,"8,500",3,1986,자산서11길 6,,-,-
경상남도 창원마산합포구 자산동,326-2,326,2,한우아파트,57.85,202110,10,"10,250",3,1986,자산솔밭로 52,,-,-
경상남도 창원마산합포구 자산동,326-2,326,2,한우아파트,57.96,202110,16,"9,700",1,1986,자산서12길 3,,-,-
경상남도 창원마산합포구 자산동,326-2,326,2,한우아파트,58.77,202110,16,"9,300",5,1986,자산서13길 29,,-,-
경상남도 창원마산합포구 자산동,326-2,326,2,한우아파트,56.58,202110,22,"9,400",2,1986,자산서11길 6,,-,-
경상남도 창원마산합포구 자산동,326-2,326,2,한우아파트,47.91,202110,26,"6,000",5,1986,자산서13길 29,,-,-
경상남도 창원마산합포구 자산동,326-2,326,2,한우아파트,69.81,202110,27,"11,300",3,1986,자산서11길 6,,-,-
경상남도 창원마산합포구 자산동,326-2,326,2,한우아파트,58.77,202110,31,"10,000",5,1986,자산서13길 29,,-,-
경상남도 창원마산합포구 장군동5가,01월 12일,1,12,금강제이드,80.588,202110,6,"18,500",8,2007,완월동15길 8,,-,-
경상남도 창원마산합포구 중앙동1가,04월 01일,4,1,우성빌라,84.9,202110,22,"11,600",5,1993,반월북1길 26,,-,-
경상남도 창원마산합포구 중앙동2가,1-500,1,500,경동메르빌2차,84.9658,202110,2,"31,500",14,2007,중앙동3길 16,,-,-
경상남도 창원마산합포구 중앙동2가,1-500,1,500,경동메르빌2차,84.9658,202110,4,"32,000",8,2007,중앙동3길 16,,-,-
경상남도 창원마산합포구 중앙동2가,1-500,1,500,경동메르빌2차,84.9658,202110,15,"29,400",11,2007,중앙동3길 16,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,8,"18,000",5,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,8,"18,000",4,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,8,"18,000",9,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,9,"17,800",15,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,13,"18,000",6,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,13,"18,000",3,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,13,"18,000",5,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,13,"18,000",11,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,13,"18,000",5,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,13,"18,000",5,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,3-38,3,38,남명세비앙,84.9844,202110,27,"20,000",7,2005,중앙남3길 10,,-,-
경상남도 창원마산합포구 중앙동2가,01월 02일,1,2,신한토탈,98.054,202110,14,"17,000",11,1997,장군천로 38,,-,-
경상남도 창원마산합포구 중앙동2가,01월 02일,1,2,신한토탈,59.654,202110,20,"13,400",10,1997,장군천로 38,,-,-
경상남도 창원마산합포구 중앙동2가,1-498,1,498,우방,139.93,202110,1,"25,500",2,1997,중앙동로 10,,-,-
경상남도 창원마산합포구 중앙동2가,1-498,1,498,우방,60,202110,5,"16,400",19,1997,중앙동로 10,,-,-
경상남도 창원마산합포구 중앙동2가,1-498,1,498,우방,60,202110,5,"16,400",19,1997,중앙동로 10,,-,-
경상남도 창원마산합포구 중앙동2가,05월 01일,5,1,현대가동,84.535,202110,5,"12,800",4,1985,중앙남8길 7,,-,-
경상남도 창원마산합포구 중앙동2가,05월 01일,5,1,현대가동,124.225,202110,18,"14,800",7,1985,중앙남8길 7,,-,-
경상남도 창원마산합포구 중앙동3가,4-191,4,191,동하라일락,82.855,202110,12,"12,500",3,1993,중앙북7길 28,,-,-
경상남도 창원마산합포구 중앙동3가,4-191,4,191,동하라일락,82.855,202110,18,"12,600",1,1993,중앙북7길 28,,-,-
경상남도 창원마산합포구 중앙동3가,4-207,4,207,삼우,36.69,202110,16,"8,500",2,1981,중앙북1길 20,,-,-
경상남도 창원마산합포구 중앙동3가,4-207,4,207,삼우,36.69,202110,18,"7,200",4,1981,중앙북1길 20,,-,-
경상남도 창원마산합포구 중앙동3가,4-323,4,323,성모아일린,78.4385,202110,2,"19,100",9,2012,중앙북4길 10,,-,-
경상남도 창원마산합포구 중앙동3가,4-330,4,330,신우희가로베스트,59.9295,202110,5,"16,000",1,2006,중앙북1길 19,,-,-
경상남도 창원마산합포구 중앙동3가,4-330,4,330,신우희가로베스트,59.9295,202110,5,"16,000",1,2006,중앙북1길 19,,-,-
경상남도 창원마산합포구 중앙동3가,4-330,4,330,신우희가로베스트,59.9295,202110,10,"23,000",5,2006,중앙북1길 19,,-,-
경상남도 창원마산합포구 중앙동3가,4-330,4,330,신우희가로베스트,59.9295,202110,16,"19,100",3,2006,중앙북1길 19,,-,-
경상남도 창원마산합포구 중앙동3가,4-330,4,330,신우희가로베스트,59.9295,202110,23,"25,000",19,2006,중앙북1길 19,,-,-
경상남도 창원마산합포구 진동면 사동리,292,292,0,건우맨션,59.95,202110,6,"7,200",17,1996,서촌바다길 108,,-,-
경상남도 창원마산합포구 진동면 사동리,292,292,0,건우맨션,59.95,202110,28,"7,000",8,1996,서촌바다길 108,,-,-
경상남도 창원마산합포구 진동면 요장리,393-2,393,2,혜창한마음비치,57.06,202110,8,"6,700",3,1994,요장1길 33,,-,-
경상남도 창원마산합포구 진동면 요장리,393-2,393,2,혜창한마음비치,82.17,202110,25,"7,900",2,1994,요장1길 33,,-,-
경상남도 창원마산합포구 진동면 진동리,494-3,494,3,대권한빛,78.063,202110,13,"9,800",11,2001,삼진의거대로 659,,-,-
경상남도 창원마산합포구 진동면 진동리,201,201,0,마산신화하니엘더마린,84.7458,202110,11,"20,800",20,2016,동촌길 185,,-,-
경상남도 창원마산합포구 진동면 진동리,201,201,0,마산신화하니엘더마린,59.9289,202110,30,"15,800",27,2016,동촌길 185,,-,-
경상남도 창원마산합포구 진동면 진동리,424,424,0,마산진동협성엠파이어,84.9789,202110,2,"20,800",8,2014,진북산업로 55,,-,-
경상남도 창원마산합포구 진동면 진동리,424,424,0,마산진동협성엠파이어,84.9789,202110,7,"17,000",11,2014,진북산업로 55,,-,-
경상남도 창원마산합포구 진동면 진동리,424,424,0,마산진동협성엠파이어,84.9789,202110,12,"20,900",7,2014,진북산업로 55,,-,-
경상남도 창원마산합포구 진동면 진동리,424,424,0,마산진동협성엠파이어,71.6764,202110,15,"19,600",10,2014,진북산업로 55,,-,-
경상남도 창원마산합포구 진동면 진동리,424,424,0,마산진동협성엠파이어,84.9789,202110,16,"19,700",17,2014,진북산업로 55,,-,-
경상남도 창원마산합포구 진동면 진동리,424,424,0,마산진동협성엠파이어,59.925,202110,16,"16,900",10,2014,진북산업로 55,,-,-
경상남도 창원마산합포구 진동면 진동리,424,424,0,마산진동협성엠파이어,59.925,202110,18,"17,500",6,2014,진북산업로 55,,-,-
경상남도 창원마산합포구 진동면 진동리,388,388,0,부국빌라,84.53,202110,14,"8,200",2,2003,서동촌길 17,,-,-
경상남도 창원마산합포구 진동면 진동리,209-1,209,1,신화하니엘더마린2단지,59.9811,202110,14,"16,800",19,2017,해양관광로 43,,-,-
경상남도 창원마산합포구 진동면 진동리,592,592,0,한일유앤아이,84.9986,202110,9,"17,500",11,2008,진북산업로 58,,-,-
경상남도 창원마산합포구 진동면 진동리,592,592,0,한일유앤아이,123.8726,202110,16,"24,800",6,2008,진북산업로 58,,-,-
경상남도 창원마산합포구 진동면 진동리,592,592,0,한일유앤아이,123.8726,202110,22,"26,300",10,2008,진북산업로 58,,-,-
경상남도 창원마산합포구 진동면 진동리,592,592,0,한일유앤아이,84.9813,202110,23,"17,000",2,2008,진북산업로 58,,-,-
경상남도 창원마산합포구 진동면 진동리,592,592,0,한일유앤아이,123.8726,202110,25,"23,800",4,2008,진북산업로 58,,-,-
경상남도 창원마산합포구 진북면 지산리,221-7,221,7,성원,69.76,202110,12,"5,030",4,1992,지산2길 31,,-,-
경상남도 창원마산합포구 창포동1가,20,20,0,창포한백,126.04,202110,5,"25,700",16,2000,문화동15길 95,,-,-
경상남도 창원마산합포구 창포동1가,20,20,0,창포한백,71.08,202110,14,"21,000",20,2000,문화동15길 95,,-,-
경상남도 창원마산합포구 창포동2가,2,2,0,경남,84.586,202110,13,"19,100",5,1990,문화동14길 74,,-,-
경상남도 창원마산합포구 추산동,Feb-36,36,2,다임아크로빌,84.9898,202110,2,"13,800",6,2002,성호동5길 15,,-,-
경상남도 창원마산합포구 추산동,Feb-36,36,2,다임아크로빌,84.9898,202110,18,"13,000",3,2002,성호동5길 15,,-,-
경상남도 창원마산합포구 해운동,58,58,0,경민시티빌,84.66,202110,1,"13,700",5,1998,해안대로 91,,-,-
경상남도 창원마산합포구 해운동,58,58,0,경민시티빌,84.66,202110,12,"19,300",5,1998,해안대로 91,,-,-
경상남도 창원마산합포구 해운동,58,58,0,경민시티빌,80.19,202110,13,"15,500",4,1998,해안대로 91,,-,-
경상남도 창원마산합포구 해운동,58,58,0,경민시티빌,84.66,202110,14,"18,800",10,1998,해안대로 91,,-,-
경상남도 창원마산합포구 해운동,58,58,0,경민시티빌,84.66,202110,20,"19,700",17,1998,해안대로 91,,-,-
경상남도 창원마산합포구 해운동,Apr-37,37,4,대동씨코아상가,70.4,202110,13,"10,800",13,1993,월영동로 8,,-,-
경상남도 창원마산합포구 해운동,38,38,0,두산1차,141.52,202110,6,"19,000",14,1991,월영동6길 39,,-,-
경상남도 창원마산합포구 해운동,38,38,0,두산1차,69,202110,16,"17,000",12,1991,월영동6길 39,,-,-
경상남도 창원마산합포구 해운동,50,50,0,두산2,84.84,202110,1,"19,400",18,1993,월영동로 19,,-,-
경상남도 창원마산합포구 해운동,50,50,0,두산2,132.72,202110,15,"24,600",1,1993,월영동로 19,,-,-
경상남도 창원마산합포구 해운동,49,49,0,두산3,84.84,202110,2,"23,300",16,1995,월영동11길 42,,-,-
경상남도 창원마산합포구 해운동,49,49,0,두산3,59.34,202110,10,"17,000",8,1995,월영동11길 42,,-,-
경상남도 창원마산합포구 해운동,49,49,0,두산3,84.84,202110,10,"20,000",3,1995,월영동11길 42,,-,-
경상남도 창원마산합포구 해운동,49,49,0,두산3,59.34,202110,15,"15,400",2,1995,월영동11길 42,,-,-
경상남도 창원마산합포구 해운동,52,52,0,평화골든타워,80.074,202110,9,"15,000",17,1993,월영동남로 16,,-,-
경상남도 창원마산합포구 해운동,47,47,0,평화리버타운,29.44,202110,8,"6,550",15,1999,월영동11길 29,,-,-
경상남도 창원마산합포구 해운동,47,47,0,평화리버타운,29.44,202110,9,"7,000",10,1999,월영동11길 29,,-,-
경상남도 창원마산합포구 해운동,47,47,0,평화리버타운,29.44,202110,14,"5,900",11,1999,월영동11길 29,,-,-
경상남도 창원마산합포구 해운동,47,47,0,평화리버타운,29.44,202110,22,"6,200",13,1999,월영동11길 29,,-,-
